000007.220, 60
000007.400, 40
000007.420, 38
000007.680, 55
000007.720, 69
000007.740, 71
000008.020, 74
000008.100, 83
000012.240, 165
000014.360, 159
000015.000, 115
000015.460, 124
000016.620, 132
000016.840, 110
000017.460, 114
000018.660, 109
000018.700, 114
000019.940, 128
000021.620, 157
000022.180, 112
000022.800, 97
000022.840, 137
000022.960, 139
000023.120, 102
000023.300, 97
000024.880, 98
000025.960, 105
000029.320, 129
000029.900, 156
000030.620, 116
000030.800, 114
000031.420, 125
000033.220, 157
000033.600, 107
000035.100, 107
000035.480, 140
000036.740, 107
000037.400, 175
000037.460, 154
000037.560, 106
000039.240, 120
000040.080, 111
000041.960, 106
000042.880, 145
000043.140, 158
000043.480, 135
000043.840, 119
000045.020, 114
000045.960, 115
000046.080, 119
000047.860, 107
000049.020, 102
000049.780, 143
000050.160, 146
000050.320, 97
000050.340, 114
000050.780, 141
000052.460, 126
000053.080, 101
000054.220, 113
000055.080, 102
000056.600, 137
000056.700, 127
000057.220, 130
000057.740, 125
000057.800, 82
000058.000, 173
000058.760, 96
000059.200, 143
000059.520, 126
000061.640, 117
000063.760, 141
000063.960, 140
000064.380, 157
000065.960, 117
000066.500, 99
000067.120, 85
000068.000, 130
000068.440, 115
000069.340, 114
000069.560, 95
000070.380, 141
000070.560, 115
000070.920, 92
000071.020, 97
000071.380, 121
000071.920, 84
000072.220, 113
000072.340, 97
000072.420, 74
000075.580, 131
000077.640, 114
000077.980, 151
000078.160, 125
000078.440, 125
000079.360, 160
000079.580, 119
000080.240, 95
000080.500, 93
000082.560, 101
000083.940, 82
000084.480, 78
000085.320, 146
000085.960, 164
000086.400, 64
000088.540, 101
000090.060, 131
000090.780, 119
000091.760, 173
000093.780, 108
000094.520, 124
000095.440, 124
000097.020, 115
000097.120, 117
000097.960, 105
000098.220, 88
000098.980, 134
000100.100, 126
000101.060, 133
000101.240, 158
000101.640, 151
000101.800, 135
000102.360, 115
000104.020, 128
000104.340, 118
000105.120, 109
000105.980, 145
000106.340, 146
000107.580, 112
000107.920, 123
000108.540, 106
000109.000, 99
000109.020, 97
000109.500, 116
000109.740, 137
000111.480, 92
000111.600, 90
000113.500, 150
000114.200, 165
000114.420, 132
000115.420, 96
000116.080, 134
000116.900, 138
000119.000, 154
000119.360, 154
000119.860, 176
000120.660, 122
000122.060, 108
000122.500, 99
000123.240, 120
000124.060, 152
000124.940, 89
000125.360, 120
000127.020, 106
000127.520, 81
000128.280, 120
000130.080, 178
000130.840, 132
000133.400, 118
000133.920, 121
000134.340, 108
000134.700, 76
000134.900, 108
000137.000, 128
000137.780, 93
000138.180, 95
000139.980, 130
000141.200, 153
000141.240, 120
000141.580, 137
000143.180, 155
000143.320, 109
000143.420, 147
000144.100, 106
000145.080, 103
000147.840, 162
000148.220, 139
000148.500, 103
000148.640, 100
000148.740, 141
000151.640, 160
000152.080, 142
000154.900, 105
000155.020, 154
000155.740, 143
000155.780, 108
000156.200, 124
000158.060, 150
000159.000, 113
000159.540, 114
000160.140, 60
000162.260, 136
000163.420, 135
000163.460, 76
000164.260, 94
000164.780, 150
000165.640, 111
000166.120, 101
000167.060, 107
000168.020, 101
000168.780, 124
000169.760, 154
000169.880, 114
000170.820, 90
000170.960, 147
000171.580, 93
000172.320, 84
000173.760, 147
000174.580, 125
000175.820, 60
000176.020, 89
000176.440, 134
000176.920, 137
000177.360, 136
000178.100, 157
000178.800, 136
000182.020, 115
000183.400, 103
000183.540, 86
000183.960, 111
000184.380, 93
000184.760, 122
000186.620, 142
000186.940, 152
000188.620, 79
000188.840, 102
000189.900, 70
000190.000, 142
000190.340, 75
000190.480, 93
000193.640, 101
000194.120, 101
000195.220, 112
000195.960, 111
000196.140, 122
000196.380, 97
000197.040, 154
000197.160, 133
000197.780, 140
000198.340, 123
000198.520, 119
000198.920, 125
000199.360, 115
000199.600, 127
000203.440, 108
000204.500, 172
000204.700, 110
000205.640, 131
000206.380, 105
000206.740, 117
000207.820, 131
000208.520, 186
000208.660, 130
000209.380, 117
000211.360, 115
000211.540, 116
000211.600, 151
000211.660, 98
000211.780, 84
000213.060, 92
000215.240, 114
000216.820, 96
000218.680, 103
000219.640, 105
000219.700, 107
000219.860, 108
000220.620, 116
000221.140, 133
000222.440, 62
000223.320, 135
000224.280, 149
000225.280, 101
000225.720, 117
000226.100, 115
000226.260, 145
000226.300, 123
000227.460, 145
000227.740, 118
000228.740, 84
000229.220, 78
000232.140, 139
000232.720, 84
000233.020, 157
000233.260, 128
000234.720, 124
000237.180, 114
000237.560, 111
000239.120, 69
000240.700, 124
000242.780, 145
000242.940, 143
000243.520, 145
000243.620, 157
000243.800, 111
000245.440, 130
000246.120, 98
000246.380, 126
000246.640, 141
000246.740, 107
000247.720, 124
000248.580, 120
000248.840, 97
000249.160, 83
000250.440, 149
000251.040, 119
000253.860, 107
000254.020, 71
000254.940, 149
000255.180, 147
000255.540, 143
000257.900, 132
000258.200, 136
000260.260, 138
000264.340, 113
000264.580, 119
000264.840, 105
000265.920, 87
000266.240, 132
000268.200, 137
000268.360, 137
000269.120, 138
000269.480, 118
000269.620, 115
000271.020, 112
000271.240, 112
000271.980, 97
000272.340, 103
000273.700, 99
000273.880, 113
000274.100, 46
000274.380, 56
000274.560, 130
000274.820, 125
000275.260, 131
000275.940, 134
000277.960, 123
000279.820, 116
000280.500, 91
000281.580, 126
000281.780, 131
000282.980, 144
000283.900, 153
000284.140, 152
000284.160, 144
000285.200, 115
000286.400, 91
000286.680, 116
000287.760, 70
000289.200, 123
000289.360, 123
000289.780, 127
000290.160, 106
000290.320, 90
000290.780, 116
000291.300, 135
000291.380, 114
000291.880, 129
000292.580, 120
000295.480, 91
000296.080, 124
000297.340, 144
000298.420, 134
000300.200, 151
000300.500, 108
000301.440, 66
000301.740, 84
000302.100, 129
000302.480, 48
000303.120, 133
000303.220, 124
000303.480, 113
000304.100, 98
000304.740, 124
000306.020, 142
000306.380, 109
000308.460, 103
000309.360, 50
000309.780, 132
000310.540, 128
000311.660, 116
000311.860, 111
000313.560, 110
000313.740, 110
000315.460, 127
000316.820, 121
000316.900, 114
000317.800, 166
000318.940, 152
000319.060, 119
000319.280, 134
000320.260, 141
000322.160, 113
000323.960, 74
000324.580, 176
000324.900, 166
000325.540, 133
000326.120, 111
000327.640, 150
000327.980, 116
000328.680, 118
000329.340, 114
000330.020, 80
000330.680, 176
000330.720, 77
000331.760, 133
000332.100, 114
000332.580, 130
000333.380, 111
000335.240, 121
000335.800, 102
000337.160, 115
000338.260, 125
000338.580, 119
000338.900, 117
000339.540, 116
000340.120, 139
000341.640, 119
000341.920, 87
000342.700, 97
000344.860, 109
000345.120, 140
000345.420, 131
000345.920, 122
000346.880, 132
000347.020, 126
000347.280, 74
000347.540, 90
000349.780, 130
000349.980, 96
000351.480, 115
000352.180, 113
000352.520, 89
000352.880, 109
000353.440, 107
000355.040, 135
000355.680, 134
000356.880, 123
000357.480, 97
000358.840, 131
000358.880, 139
000359.320, 140
000359.620, 166
000361.040, 154
000361.860, 132
000364.600, 165
000365.120, 92
000366.260, 144
000366.280, 124
000366.620, 140
000366.740, 113
000370.620, 132
000371.020, 140
000371.080, 129
000373.500, 143
000374.960, 125
000375.780, 153
000377.980, 154
000378.380, 112
000380.200, 132
000380.460, 142
000381.060, 136
000381.260, 145
000381.360, 113
000382.720, 129
000382.860, 117
000384.560, 106
000384.580, 100
000385.600, 98
000385.900, 87
000388.340, 136
000388.900, 138
000389.440, 140
000390.460, 109
000391.540, 143
000392.080, 109
000392.520, 107
000393.560, 113
000394.440, 139
000394.780, 88
000394.820, 75
000396.300, 142
000396.460, 112
000398.580, 143
000400.040, 137
000400.960, 148
000401.000, 138
000401.240, 88
000401.300, 97
000401.620, 98
000402.860, 62
000403.060, 129
000403.560, 85
000405.460, 107
000406.560, 95
000407.160, 111
000408.040, 147
000408.600, 145
000409.040, 115
000409.260, 131
000409.360, 102
000410.040, 145
000411.140, 117
000412.100, 104
000412.960, 117
000413.140, 92
000415.100, 132
