000030.045, 102
000030.060, 101
000030.070, 79
000030.100, 74
000030.120, 79
000030.160, 80
000030.165, 71
000030.190, 103
000030.200, 66
000030.250, 61
000030.270, 72
000030.370, 88
000030.415, 66
000030.600, 103
000030.670, 92
000030.680, 69
000030.690, 91
000030.745, 84
000030.780, 66
000030.785, 102
000030.800, 111
000030.820, 65
000030.910, 66
000030.935, 73
000030.990, 110
000030.995, 85
000031.060, 113
000031.130, 116
000031.140, 69
000031.210, 81
000031.290, 119
000031.340, 127
000031.560, 111
000031.640, 96
000031.775, 124
000031.840, 101
000031.930, 91
000032.335, 119
000032.545, 99
000032.910, 108
000033.425, 113
000035.075, 115
000036.025, 117
000036.140, 95
000036.200, 99
000037.135, 109
000037.945, 123
000040.100, 105
000040.980, 120
000042.115, 105
000042.835, 119
000046.310, 87
000060.260, 150
000060.295, 111
000060.310, 101
000060.345, 128
000060.480, 161
000060.595, 146
000060.680, 111
000060.780, 100
000061.030, 139
000061.065, 101
000061.140, 100
000061.260, 142
000061.295, 128
000061.370, 112
000061.495, 94
000061.615, 97
000061.640, 112
000061.790, 114
000061.840, 143
000061.910, 104
000062.025, 102
000062.055, 119
000062.080, 109
000062.560, 112
000062.650, 126
000062.705, 91
000062.855, 112
000062.960, 110
000063.050, 111
000063.175, 101
000063.420, 127
000063.530, 125
000063.615, 96
000063.770, 127
000063.915, 139
000064.020, 109
000064.100, 140
000064.310, 134
000065.940, 100
000066.640, 99
000067.440, 115
000067.980, 124
000070.785, 93
000070.945, 90
000081.800, 123
000084.965, 90
000085.965, 84
000087.315, 108
000090.100, 144
000090.110, 118
000090.135, 106
000090.245, 103
000090.330, 126
000090.395, 105
000090.480, 99
000090.650, 107
000090.685, 100
000090.750, 113
000091.020, 126
000091.030, 121
000091.170, 102
000091.260, 127
000091.595, 156
000091.605, 168
000091.635, 150
000091.645, 115
000091.925, 128
000092.085, 144
000092.265, 121
000092.360, 114
000092.435, 109
000092.465, 103
000092.540, 138
000092.995, 116
000093.120, 105
000093.215, 99
000093.225, 119
000093.420, 98
000093.805, 124
000093.920, 132
000093.960, 136
000094.080, 116
000094.970, 120
000095.015, 101
000095.325, 111
000095.660, 112
000095.985, 97
000097.865, 100
000099.450, 113
000100.475, 90
000103.040, 100
000104.100, 130
000112.010, 99
000113.530, 84
000120.050, 121
000120.085, 61
000120.255, 130
000120.335, 172
000120.355, 166
000120.460, 154
000120.520, 136
000120.600, 129
000120.980, 143
