sess0001, 000000, O-PRZI-GP, 10,0.726167, 0.075323, -0.516992, -0.178660, 0.724234, -0.945546, 0.091680, 0.114643, 0.000548, 0.113336, 
sess0001, 000001, O-PRZI-GP, 10,0.726167, 0.109608, -0.516992, 0.029396, 0.000000, -0.945546, 0.081865, 0.107091, -0.106977, -0.004114, 
sess0001, 000002, O-PRZI-GP, 10,0.000000, 0.000000, -0.516992, 0.000000, 0.027375, 0.000000, 0.018250, 0.000000, 0.057705, 0.000000, 
sess0001, 000003, O-PRZI-GP, 10,0.020774, 0.000000, 0.013849, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.023082, 0.000000, 
sess0001, 000004, O-PRZI-GP, 10,0.003324, 0.000000, 0.000000, 0.000000, 0.004986, 0.000000, 0.000000, 0.004986, 0.023082, 0.000000, 
sess0001, 000005, O-PRZI-GP, 10,0.000302, 0.000000, 0.000374, 0.001197, 0.001994, 0.000451, 0.001455, 0.000000, 0.000000, 0.000000, 
sess0001, 000006, O-PRZI-GP, 10,0.000048, 0.000120, 0.000000, 0.000000, 0.000000, 0.000104, 0.000101, 0.000000, 0.000852, 0.000224, 
sess0001, 000007, O-PRZI-GP, 10,0.000048, 0.000008, 0.000000, 0.000479, 0.000031, 0.000000, 0.000012, 0.000000, 0.000508, 0.000000, 
sess0001, 000008, O-PRZI-GP, 10,0.000000, 0.000000, 0.000000, 0.000084, 0.000000, 0.000146, 0.000120, 0.000091, 0.000117, 0.000000, 
sess0001, 000009, O-PRZI-GP, 10,0.000000, 0.000000, 0.000051, 0.000000, 0.000017, 0.000058, 0.000000, 0.000000, 0.000000, 0.000000, 
sess0001, 000010, O-PRZI-GP, 10,0.000000, 0.000000, 0.000000, 0.000000, 0.000007, 0.000023, 0.000000, 0.000000, 0.000000, 0.000000, 
sess0001, 000011, O-PRZI-GP, 10,0.000001, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000003, 0.000000, 0.000000, 0.000000, 
sess0001, 000012, O-PRZI-GP, 10,0.000000, 0.000000, 0.000000, 0.000000, 0.000001, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
sess0001, 000013, O-PRZI-GP, 10,0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
sess0001, 000014, O-PRZI-GP, 10,0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
sess0001, 000015, O-PRZI-GP, 10,0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
sess0001, 000016, O-PRZI-GP, 10,0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
sess0001, 000017, O-PRZI-GP, 10,0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
sess0001, 000018, O-PRZI-GP, 10,0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
sess0001, 000019, O-PRZI-GP, 10,0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
sess0001, 000020, O-PRZI-GP, 10,0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
sess0001, 000021, O-PRZI-GP, 10,0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
sess0001, 000022, O-PRZI-GP, 10,0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
sess0001, 000023, O-PRZI-GP, 10,0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
sess0001, 000024, O-PRZI-GP, 10,0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
sess0001, 000025, O-PRZI-GP, 10,0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
