0.0 0.0 135.0876666666667
0.0 0.1 138.54133333333334
0.0 0.2 142.29566666666668
0.0 0.3 133.9546666666667
0.0 0.4 139.38466666666665
0.0 0.5 137.226
0.0 0.6 134.13666666666666
0.0 0.7 143.765
0.0 0.8 144.49966666666666
0.0 0.9 141.0223333333333
0.0 1.0 143.14100000000002
0.05 0.0 137.196
0.05 0.1 138.68033333333332
0.05 0.2 142.75066666666666
0.05 0.3 138.83933333333331
0.05 0.4 135.17266666666671
0.05 0.5 146.68699999999998
0.05 0.6 140.83999999999997
0.05 0.7 141.4453333333333
0.05 0.8 144.86
0.05 0.9 141.91966666666667
0.05 1.0 147.92433333333332
0.1 0.0 130.60266666666664
0.1 0.1 129.49266666666665
0.1 0.2 133.76466666666667
0.1 0.3 138.72733333333332
0.1 0.4 134.92899999999997
0.1 0.5 130.85100000000006
0.1 0.6 140.90333333333336
0.1 0.7 139.24833333333333
0.1 0.8 146.71399999999994
0.1 0.9 145.41800000000003
0.1 1.0 143.27433333333332
0.15 0.0 136.97466666666668
0.15 0.1 137.92933333333335
0.15 0.2 136.38400000000004
0.15 0.3 136.32966666666664
0.15 0.4 136.56199999999998
0.15 0.5 135.5353333333333
0.15 0.6 140.19866666666664
0.15 0.7 141.17866666666666
0.15 0.8 140.63966666666667
0.15 0.9 140.53533333333334
0.15 1.0 148.459
0.2 0.0 135.01366666666664
0.2 0.1 137.97933333333327
0.2 0.2 135.10533333333333
0.2 0.3 141.34833333333327
0.2 0.4 143.29433333333333
0.2 0.5 136.391
0.2 0.6 141.28933333333333
0.2 0.7 142.81666666666672
0.2 0.8 146.47733333333335
0.2 0.9 143.05333333333337
0.2 1.0 141.95833333333331
0.25 0.0 135.92766666666665
0.25 0.1 134.2383333333334
0.25 0.2 136.12966666666665
0.25 0.3 138.7763333333334
0.25 0.4 138.26799999999997
0.25 0.5 137.47900000000004
0.25 0.6 139.24200000000005
0.25 0.7 142.93633333333332
0.25 0.8 142.45833333333334
0.25 0.9 137.78700000000003
0.25 1.0 144.45866666666666
0.3 0.0 133.42
